 
****************************************
Report : resources
Design : DSP_Unit_THREAD_POOL_SIZE6_accl_en1_replicate_accl_en1_multithreaded_accl_en0_SPM_NUM4_Addr_Width14_SIMD2_ACCL_NUM6_FU_NUM6_TPS_CEIL3_TPS_BUF_CEIL3_SPM_ADDR_WID3_SIMD_BITS1_Data_Width32_SIMD_Width64
Version: V-2023.12
Date   : Wed Sep 24 12:50:14 2025
****************************************


Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-DSP_Unit_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
=============================================================================
| lte_x_3        | DW_cmp         | width=15   | lte_gte_651 (RTL-DSP_Unit_syn.vhd:651) |
| add_x_4        | DW01_add       | width=14   | add_684 (RTL-DSP_Unit_syn.vhd:684) |
| gte_x_5        | DW_cmp         | width=15   | gte_687 (RTL-DSP_Unit_syn.vhd:687) |
| sub_x_6        | DW01_sub       | width=15   | sub_688 (RTL-DSP_Unit_syn.vhd:688) |
| gte_x_7        | DW_cmp         | width=15   | gte_711 (RTL-DSP_Unit_syn.vhd:711) |
| sub_x_8        | DW01_sub       | width=15   | sub_713 (RTL-DSP_Unit_syn.vhd:713) |
| lt_x_9         | DW_cmp         | width=19   | lt_718 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_10        | DW_cmp         | width=19   | lt_718_I2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_11        | DW_cmp         | width=19   | lt_718_I3 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_12        | DW_cmp         | width=19   | lt_718_I4 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_13        | DW_cmp         | width=19   | lt_718_I5 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_14        | DW_cmp         | width=19   | lt_718_I6 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_15        | DW_cmp         | width=19   | lt_718_I7 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_16        | DW_cmp         | width=19   | lt_718_I8 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_17        | DW_cmp         | width=19   | lt_718_I9 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_18        | DW_cmp         | width=19   | lt_718_I10 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_19        | DW_cmp         | width=19   | lt_718_I11 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_20        | DW_cmp         | width=19   | lt_718_I12 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_21        | DW_cmp         | width=19   | lt_718_I13 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_22        | DW_cmp         | width=19   | lt_718_I14 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_23        | DW_cmp         | width=19   | lt_718_I15 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_24        | DW_cmp         | width=19   | lt_718_I16 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_25        | DW_cmp         | width=19   | lt_718_I17 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_26        | DW_cmp         | width=19   | lt_718_I18 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_27        | DW_cmp         | width=19   | lt_718_I19 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_28        | DW_cmp         | width=19   | lt_718_I20 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_29        | DW_cmp         | width=19   | lt_718_I21 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_30        | DW_cmp         | width=19   | lt_718_I22 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_31        | DW_cmp         | width=19   | lt_718_I23 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_32        | DW_cmp         | width=19   | lt_718_I24 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_33        | DW_cmp         | width=19   | lt_718_I25 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_34        | DW_cmp         | width=19   | lt_718_I26 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_35        | DW_cmp         | width=19   | lt_718_I27 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_36        | DW_cmp         | width=19   | lt_718_I28 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_37        | DW_cmp         | width=19   | lt_718_I29 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_38        | DW_cmp         | width=19   | lt_718_I30 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_39        | DW_cmp         | width=19   | lt_718_I31 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_40        | DW_cmp         | width=19   | lt_718_I32 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_41        | DW_cmp         | width=19   | lt_718_I33 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_42        | DW_cmp         | width=19   | lt_718_I34 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_43        | DW_cmp         | width=19   | lt_718_I35 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_44        | DW_cmp         | width=19   | lt_718_I36 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_45        | DW_cmp         | width=19   | lt_718_I37 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_46        | DW_cmp         | width=19   | lt_718_I38 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_47        | DW_cmp         | width=19   | lt_718_I39 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_48        | DW_cmp         | width=19   | lt_718_I40 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_49        | DW_cmp         | width=19   | lt_718_I41 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_50        | DW_cmp         | width=19   | lt_718_I42 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_51        | DW_cmp         | width=19   | lt_718_I43 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_52        | DW_cmp         | width=19   | lt_718_I44 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_53        | DW_cmp         | width=19   | lt_718_I45 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_54        | DW_cmp         | width=19   | lt_718_I46 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_55        | DW_cmp         | width=19   | lt_718_I47 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_56        | DW_cmp         | width=19   | lt_718_I48 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_57        | DW_cmp         | width=19   | lt_718_I49 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_58        | DW_cmp         | width=19   | lt_718_I50 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_59        | DW_cmp         | width=19   | lt_718_I51 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_60        | DW_cmp         | width=19   | lt_718_I52 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_61        | DW_cmp         | width=19   | lt_718_I53 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_62        | DW_cmp         | width=19   | lt_718_I54 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_63        | DW_cmp         | width=19   | lt_718_I55 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_64        | DW_cmp         | width=19   | lt_718_I56 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_65        | DW_cmp         | width=19   | lt_718_I57 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_66        | DW_cmp         | width=19   | lt_718_I58 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_67        | DW_cmp         | width=19   | lt_718_I59 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_68        | DW_cmp         | width=19   | lt_718_I60 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_69        | DW_cmp         | width=19   | lt_718_I61 (RTL-DSP_Unit_syn.vhd:718) |
